created_on,name,database_name,schema_name,kind,comment,cluster_by,rows,bytes,owner,retention_time,automatic_clustering,change_tracking,is_external
2021-01-03 18:29:34.326 -0800,V_MRKT_STR_RLTD_FSLS_MFR_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,LINEAR(POD_ID),12155684,67561472,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-08-03 17:18:37.508 -0700,V_MRKT_STR_RLTD_FSLS_NODATA,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 23:18:59.951 -0800,V_STORE_ITEM_FSLS_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3465013801,26993229312,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 22:19:30.138 -0800,V_STORE_ITEM_FSLS_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3474083964,27063231488,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 07:00:32.339 -0800,V_STORE_ITEM_FSLS_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3479524637,27105339904,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-29 01:14:39.859 -0800,V_STORE_ITEM_FSLS_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3489156657,27179172352,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 06:04:14.677 -0800,V_STORE_ITEM_FSLS_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3482366871,27126366208,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 22:46:30.484 -0800,V_STORE_ITEM_FSLS_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3489931374,27184781824,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 15:27:22.090 -0800,V_STORE_ITEM_FSLS_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3497612210,27243959808,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-27 01:06:42.328 -0800,V_STORE_ITEM_FSLS_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3503923490,27293534208,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 18:28:05.843 -0800,V_STORE_ITEM_FSLS_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3476327309,27081801728,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-07 23:19:40.370 -0800,V_STORE_ITEM_FSLS_MFR_20201031,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3465013801,26967627776,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-14 22:20:09.462 -0800,V_STORE_ITEM_FSLS_MFR_20201107,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3474083964,27039106048,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-22 07:01:18.681 -0800,V_STORE_ITEM_FSLS_MFR_20201114,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3479524637,27079380480,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-11-29 01:15:21.043 -0800,V_STORE_ITEM_FSLS_MFR_20201121,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3489156657,27154367488,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-06 06:05:16.038 -0800,V_STORE_ITEM_FSLS_MFR_20201128,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3482366871,27101565440,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-12 22:47:16.295 -0800,V_STORE_ITEM_FSLS_MFR_20201205,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3489931374,27159001088,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-20 15:28:09.886 -0800,V_STORE_ITEM_FSLS_MFR_20201212,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3497612210,27217015808,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-12-27 01:07:30.226 -0800,V_STORE_ITEM_FSLS_MFR_20201219,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3503923490,27267562496,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2021-01-03 18:29:34.878 -0800,V_STORE_ITEM_FSLS_MFR_20201226,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,"LINEAR(POD_ID ,PRDC_KEY)",3476327309,27055643136,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
2020-08-03 17:18:33.321 -0700,V_STORE_ITEM_FSLS_NODATA,CSNLSSYNDPI_PROD,PUBLIC,TABLE,,,0,0,NIELSENBUY_CS_OD_BE_RW_ROLE,1,OFF,OFF,N
